#,Fecha del siniestro,Entidad Federativa,Municipio,Grupo de siniestro,Tipo de siniestro
4976,17-06-2020,Durango,Torreón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
4977,18-06-2020,Guanajuato,León,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4978,19-06-2020,Jalisco,Guadalajara,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4979,20-06-2020,Sinaloa,Ahome,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4980,20-06-2020,Jalisco,Guadalajara,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4981,21-06-2020,Nuevo León,Montemorelos,"Grupo III. Muerte, lesión y otros",Persona Arrollada
4982,21-06-2020,Colima,Pénjamo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4983,23-06-2020,Chihuahua,Delicias,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4984,23-06-2020,Chihuahua,Ahumada,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4985,23-06-2020,Colima,Manzanillo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4986,23-06-2020,Sinaloa,Escuinapa,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4987,23-06-2020,Sonora,Hermosillo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4988,24-06-2020,Sonora,Cajeme,Grupo I. Cruces a Nivel,Impacto a Tren
4989,24-06-2020,Chihuahua,Bocoyna,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4990,24-06-2020,Aguascalientes,Cosío,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
4991,24-06-2020,Jalisco,Poncitlán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4992,24-06-2020,Jalisco,Tonila,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
4993,26-06-2020,Querétaro,El Marqués,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
4994,26-06-2020,Colima,Manzanillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
4995,26-06-2020,Durango,Gómez Palacio,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
4996,27-06-2020,Chihuahua,Cuauhtémoc,"Grupo III. Muerte, lesión y otros",Persona Arrollada
4997,27-06-2020,Nayarit,Tepic,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
4998,27-06-2020,Colima,Manzanillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
4999,28-06-2020,Jalisco,Tlajomulco De Zúñiga,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5000,29-06-2020,Guanajuato,Silao De La Victoria,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5001,29-06-2020,Sonora,Guaymas,"Grupo III. Muerte, lesión y otros",Cadáver sobre la vía/en Derecho de Vía
5002,29-06-2020,Tamaulipas,Hidalgo,"Grupo III. Muerte, lesión y otros",Cadáver sobre la vía/en Derecho de Vía
5003,30-06-2020,Sinaloa,Guasave,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5004,02-01-2020,Puebla,Acajete,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5005,15-02-2020,Veracruz de Ignacio de la Llave,Amatlán De Los Reyes,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5006,04-03-2020,Puebla,Tlacotepec De Benito Juárez,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5007,11-03-2020,Veracruz de Ignacio de la Llave,Veracruz,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5008,23-03-2020,Veracruz de Ignacio de la Llave,Tres Valles,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5009,02-04-2020,Veracruz de Ignacio de la Llave,Acultzingo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5010,29-04-2020,Veracruz de Ignacio de la Llave,Sayula De Alemán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5011,05-05-2020,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5012,05-05-2020,Veracruz de Ignacio de la Llave,Veracruz,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5013,26-05-2020,Veracruz de Ignacio de la Llave,Veracruz,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5014,29-05-2020,Hidalgo,Tepeapulco,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5015,24-06-2020,Tlaxcala,Huamantla,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5016,29-06-2020,Puebla,Cañada Morelos,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5017,10-01-2020,Veracruz de Ignacio de la Llave,Atoyac,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5018,11-01-2020,Veracruz de Ignacio de la Llave,Medellín De Bravo,Grupo I. Cruces a Nivel,Impacto a Tren
5019,27-01-2020,Puebla,Tepeaca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5020,01-02-2020,Veracruz de Ignacio de la Llave,Minatitlán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5021,10-02-2020,México,Axapusco,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5022,12-02-2020,Veracruz de Ignacio de la Llave,Orizaba,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5023,12-04-2020,Hidalgo,Tepeapulco,Grupo I. Cruces a Nivel,Impacto a Tren
5024,16-04-2020,Veracruz de Ignacio de la Llave,Tierra Blanca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5025,09-05-2020,Veracruz de Ignacio de la Llave,Coatzacoalcos,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5026,30-06-2020,Veracruz de Ignacio de la Llave,Coatzacoalcos,Grupo I. Cruces a Nivel,Impacto a Tren
5027,01-06-2020,Veracruz de Ignacio de la Llave,Tezonapa,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5028,23-04-2020,Veracruz de Ignacio de la Llave,Medellín De Bravo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
5029,03-07-2020,Veracruz de Ignacio de la Llave,Las Choapas,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5030,07-07-2020,Campeche,Champotón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5031,14-07-2020,Chiapas,Pichucalco,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5032,19-07-2020,Campeche,Candelaria,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5033,20-07-2020,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5034,29-07-2020,Tabasco,Tenosique,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5035,24-07-2020,Yucatán,Mérida,Grupo I. Cruces a Nivel,Impacto a Tren
5036,06-07-2020,México,Tultitlán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5037,07-07-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5038,11-07-2020,México,Tecámac,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5039,12-07-2020,Ciudad de México,Azcapotzalco,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5040,14-07-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5041,16-07-2020,México,Ecatepec De Morelos,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5042,22-07-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5043,24-07-2020,México,Teotihuacán,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5044,31-07-2020,México,Tultepec,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5045,31-07-2020,San Luis Potosí,Rayón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5046,30-07-2020,Tamaulipas,Matamoros,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5047,29-07-2020,Tamaulipas,Matamoros,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5048,28-07-2020,Nuevo León,General Escobedo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5049,27-07-2020,Nuevo León,Pesquería,"GRUPO II. Equipo ferroviario, infraestructura y operación",Inundación
5050,27-07-2020,Nuevo León,San Nicolás De Los Garza,"GRUPO II. Equipo ferroviario, infraestructura y operación",Inundación
5051,27-07-2020,Nuevo León,Santa Catarina,"GRUPO II. Equipo ferroviario, infraestructura y operación",Inundación
5052,27-07-2020,Nuevo León,García,"GRUPO II. Equipo ferroviario, infraestructura y operación",Inundación
5053,27-07-2020,Nuevo León,Santa Catarina,"GRUPO II. Equipo ferroviario, infraestructura y operación",Inundación
5054,27-07-2020,Nuevo León,García,"GRUPO II. Equipo ferroviario, infraestructura y operación",Inundación
5055,26-07-2020,Coahuila de Zaragoza,Ramos Arizpe,"GRUPO II. Equipo ferroviario, infraestructura y operación",Inundación
5056,26-07-2020,Tamaulipas,Camargo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5057,25-07-2020,Coahuila de Zaragoza,Ramos Arizpe,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5058,24-07-2020,Nuevo León,Salinas Victoria,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5059,24-07-2020,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5060,20-07-2020,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5061,19-07-2020,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5062,18-07-2020,Coahuila de Zaragoza,Saltillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5063,15-07-2020,Michoacán de Ocampo,Ziracuaretiro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5064,13-07-2020,Tamaulipas,Matamoros,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5065,13-07-2020,Coahuila de Zaragoza,Saltillo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5066,11-07-2020,Nuevo León,Santa Catarina,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5067,11-07-2020,Querétaro,El Marqués,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5068,11-07-2020,Nuevo León,San Nicolás De Los Garza,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5069,07-07-2020,Nuevo León,García,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5070,04-07-2020,San Luis Potosí,Rayón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5071,01-07-2020,México,Toluca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5072,01-07-2020,San Luis Potosí,San Luis Potosí,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5073,01-07-2020,Guanajuato,Comonfort,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
5074,26-07-2020,Durango,Lerdo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5075,01-08-2020,Tabasco,Tenosique,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5076,01-08-2020,México,Ecatepec De Morelos,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5077,05-08-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5078,05-08-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5079,07-08-2020,México,Ecatepec De Morelos,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5080,10-08-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Alcance
5081,13-08-2020,México,Nezahualcóyotl,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5082,17-08-2020,México,Huehuetoca,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5083,18-08-2020,México,Nextlalpan,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5084,18-08-2020,México,Tultitlán,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
5085,18-08-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5086,19-08-2020,México,Coyotepec,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5087,21-08-2020,México,Tlalnepantla De Baz,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5088,21-08-2020,México,Huehuetoca ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5089,22-08-2020,México,Tultepec,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5090,24-08-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5091,29-08-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5092,29-08-2020,México,Tlalnepantla De Baz,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5093,14-08-2020,Puebla,San Pedro Cholula,Grupo I. Cruces a Nivel,Impacto a Tren
5094,31-08-2020,México,Toluca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5095,31-08-2020,Guanajuato,Celaya,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5096,29-08-2020,Querétaro,Querétaro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5097,28-08-2020,Tamaulipas,Río Bravo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5098,28-08-2020,Nuevo León,Anáhuac,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5099,27-08-2020,Guanajuato,Comonfort,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5100,27-08-2020,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5101,27-08-2020,Michoacán de Ocampo,Nuevo Urecho,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5102,27-08-2020,Michoacán de Ocampo,Lázaro Cárdenas,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
5103,26-08-2020,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5104,25-08-2020,México,Toluca,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5105,25-08-2020,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5106,25-08-2020,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5107,25-08-2020,Michoacán de Ocampo,Ziracuaretiro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5108,23-08-2020,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5109,22-08-2020,Nuevo León,Juárez,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5110,21-08-2020,Guanajuato,Celaya,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5111,21-08-2020,Michoacán de Ocampo,Gabriel Zamora,Grupo I. Cruces a Nivel,Impacto a Tren
5112,21-08-2020,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5113,20-08-2020,Coahuila de Zaragoza,Saltillo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5114,19-08-2020,Michoacán de Ocampo,Morelia,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5115,19-08-2020,San Luis Potosí,San Luis Potosí,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5116,17-08-2020,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5117,17-08-2020,Nuevo León,García,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5118,15-08-2020,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Impacto a Tren
5119,15-08-2020,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5120,14-08-2020,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5121,14-08-2020,Tamaulipas,Nuevo Laredo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
5122,13-08-2020,México,Toluca,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5123,12-08-2020,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5124,11-08-2020,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5125,11-08-2020,San Luis Potosí,Vanegas,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5126,08-08-2020,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5127,07-08-2020,Tamaulipas,Río Bravo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5128,06-08-2020,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5129,05-08-2020,Michoacán de Ocampo,Morelia,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5130,05-08-2020,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5131,04-08-2020,Guanajuato,San Diego De La Unión,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5132,04-08-2020,Tamaulipas,Reynosa,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5133,03-08-2020,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5134,03-08-2020,Guanajuato,Acámbaro,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5135,01-08-2020,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5136,13-09-2020,Veracruz de Ignacio de la Llave,Las Choapas,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5137,22-09-2020,Tabasco,Macuspana,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5138,11-09-2020,Veracruz de Ignacio de la Llave,Sayula De Alemán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5139,01-09-2020,México,Nezahualcóyotl ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5140,01-09-2020,México,Tultepec,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5141,02-09-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5142,02-09-2020,México,Tlalnepantla De Baz,Grupo I. Cruces a Nivel,Impacto a Tren
5143,02-09-2020,México,Tultepec,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5144,03-09-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5145,09-09-2020,México,Tultepec,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5146,15-09-2020,México,Huehuetoca,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5147,17-09-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5148,18-09-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5149,18-09-2020,México,Huehuetoca,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5150,24-09-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5151,25-09-2020,México,Cuautitlán,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5152,26-09-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Daño a Instalaciones
5153,27-09-2020,México,Tultitlán,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
5154,27-09-2020,Michoacán de Ocampo,Salvador Escalante,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5155,26-09-2020,Veracruz de Ignacio de la Llave,Las Vigas De Ramírez,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5156,25-09-2020,Nuevo León,Lampazos De Naranjo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5157,25-09-2020,Querétaro,El Marqués ,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5158,24-09-2020,San Luis Potosí,Tamasopo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5159,24-09-2020,Nuevo León,Santa Catarina,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5160,23-09-2020,Tamaulipas,Nuevo Laredo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
5161,23-09-2020,Nuevo León,Juárez,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5162,22-09-2020,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5163,21-09-2020,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5164,19-09-2020,Nuevo León,García,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5165,18-09-2020,Coahuila de Zaragoza,Saltillo,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5166,17-09-2020,Nuevo León,Apodaca,Grupo I. Cruces a Nivel,Impacto a Tren
5167,16-09-2020,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5168,14-09-2020,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5169,13-09-2020,Nuevo León,General Escobedo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5170,12-09-2020,Coahuila de Zaragoza,Saltillo,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5171,12-09-2020,Tamaulipas,Reynosa,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5172,12-09-2020,Nuevo León,San Nicolás De Los Garza,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5173,11-09-2020,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5174,11-09-2020,Nuevo León,Santa Catarina,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5175,11-09-2020,San Luis Potosí,San Luis Potosí,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5176,10-09-2020,Aguascalientes,San Francisco De Los Romo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5177,10-09-2020,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5178,10-09-2020,Tamaulipas,Nuevo Laredo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5179,09-09-2020,Nuevo León,García,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5180,09-09-2020,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5181,08-09-2020,Veracruz de Ignacio de la Llave,Perote,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5182,05-09-2020,Michoacán de Ocampo,Múgica,"Grupo III. Muerte, lesión y otros",Persona Arrollada
5183,05-09-2020,Guanajuato,Tarandacuao,Grupo I. Cruces a Nivel,Impacto a Tren
5184,04-09-2020,México,Toluca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5185,04-09-2020,Coahuila de Zaragoza,Saltillo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5186,03-09-2020,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5187,03-09-2020,Nuevo León,García,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5188,01-09-2020,Nuevo León,Santa Catarina,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5189,01-09-2020,Guanajuato,Tarimoro,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5190,13-09-2020,Durango,Mapimí,"GRUPO II. Equipo ferroviario, infraestructura y operación",Vía en Mal Estado
5191,06-07-2020,Puebla,Puebla,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5192,24-07-2020,Puebla,Chalchicomula De Sesma,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5193,29-07-2020,Veracruz de Ignacio de la Llave,Orizaba,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5194,29-07-2020,Puebla,Puebla,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5195,08-08-2020,Veracruz de Ignacio de la Llave,Paso Del Macho,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5196,11-08-2020,Tlaxcala,Papalotla De Xicohténcatl,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5197,13-08-2020,Veracruz de Ignacio de la Llave,Veracruz,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5198,25-08-2020,Puebla,Chalchicomula De Sesma,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5199,27-08-2020,Veracruz de Ignacio de la Llave,Soledad De Doblado,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5200,28-08-2020,Tlaxcala,Huamantla,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5201,29-08-2020,Veracruz de Ignacio de la Llave,Veracruz,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5202,05-09-2020,Veracruz de Ignacio de la Llave,Tierra Blanca,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5203,02-09-2020,Oaxaca,San Juan Bautista Tuxtepec,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5204,07-09-2020,Veracruz de Ignacio de la Llave,Oteapan,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5205,18-09-2020,Veracruz de Ignacio de la Llave,Amatlán De Los Reyes,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5206,25-09-2020,Puebla,Tepeaca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5207,26-09-2020,Puebla,Puebla,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5208,28-09-2020,Veracruz de Ignacio de la Llave,Coatzacoalcos,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5209,08-07-2020,Jalisco,El Salto ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5210,28-07-2020,Jalisco,Tonila ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5211,27-07-2020,Guanajuato,León ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5212,11-07-2020,Guanajuato,Abasolo ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Choque
5213,13-07-2020,Baja California,Mexicali ,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
5214,01-07-2020,Sinaloa,Sinaloa ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5215,03-07-2020,Guanajuato,San Francisco Del Rincón ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5216,03-07-2020,Chihuahua,Chihuahua ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5217,03-07-2020,Sonora,Hermosillo ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
5218,03-07-2020,Tamaulipas,Altamira ,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
